domain,profile_id,source,source_id,location,candidate_score,matched_skill_count,matched_skills,matched_skill_labels,missing_priority_skills,missing_priority_skill_labels,candidate_readiness_index,readiness_label
IT,20,stack-stackoverflow,298,Sweden,0.07441,2,http://data.europa.eu/esco/skill/f9738fc9-4d67-43e8-bfda-954123e34d42 | http://data.europa.eu/esco/skill/598de5b0-5b58-4ea7-8058-a4bc4d18c742,coordinate security | SQL,http://data.europa.eu/esco/skill/23ac233d-84ad-4517-b0f5-8ca19ba2614e | http://data.europa.eu/esco/skill/8f6ed69b-29d0-4c01-81ba-f05920a185f3 | http://data.europa.eu/esco/skill/4707da90-9cfc-46ca-8de0-38a0b7bfb137 | http://data.europa.eu/esco/skill/43ae58b9-5e56-4524-b45a-b422777a0576 | http://data.europa.eu/esco/skill/c3e36d05-8ae8-447f-bb2b-6f9409f85389 | http://data.europa.eu/esco/skill/a15dab55-f1da-4f85-ae3e-2b5c5b5333ca | http://data.europa.eu/esco/skill/ecc18804-a466-40d9-98b4-fba5cd67dd4b | http://data.europa.eu/esco/skill/9531fe02-1e1f-4a36-95f7-a76a77cd4b8d | http://data.europa.eu/esco/skill/ccd0a1d9-afda-43d9-b901-96344886e14d | http://data.europa.eu/esco/skill/694dc996-52f3-4afa-a802-672e19f061b7,monitor developments in field of expertise | digital curation | think analytically | database | deliver visual presentation of data | provide high quality customer service | accounting | consult with business clients | Python (computer programming) | crowdsourcing strategy,0.501087,developing
IT,26,stack-stackoverflow,518,Spain,0.07441,2,http://data.europa.eu/esco/skill/f9738fc9-4d67-43e8-bfda-954123e34d42 | http://data.europa.eu/esco/skill/598de5b0-5b58-4ea7-8058-a4bc4d18c742,coordinate security | SQL,http://data.europa.eu/esco/skill/23ac233d-84ad-4517-b0f5-8ca19ba2614e | http://data.europa.eu/esco/skill/8f6ed69b-29d0-4c01-81ba-f05920a185f3 | http://data.europa.eu/esco/skill/4707da90-9cfc-46ca-8de0-38a0b7bfb137 | http://data.europa.eu/esco/skill/43ae58b9-5e56-4524-b45a-b422777a0576 | http://data.europa.eu/esco/skill/c3e36d05-8ae8-447f-bb2b-6f9409f85389 | http://data.europa.eu/esco/skill/a15dab55-f1da-4f85-ae3e-2b5c5b5333ca | http://data.europa.eu/esco/skill/ecc18804-a466-40d9-98b4-fba5cd67dd4b | http://data.europa.eu/esco/skill/9531fe02-1e1f-4a36-95f7-a76a77cd4b8d | http://data.europa.eu/esco/skill/ccd0a1d9-afda-43d9-b901-96344886e14d | http://data.europa.eu/esco/skill/694dc996-52f3-4afa-a802-672e19f061b7,monitor developments in field of expertise | digital curation | think analytically | database | deliver visual presentation of data | provide high quality customer service | accounting | consult with business clients | Python (computer programming) | crowdsourcing strategy,0.501087,developing
IT,33,stack-stackoverflow,842,Sweden,0.07441,2,http://data.europa.eu/esco/skill/f9738fc9-4d67-43e8-bfda-954123e34d42 | http://data.europa.eu/esco/skill/598de5b0-5b58-4ea7-8058-a4bc4d18c742,coordinate security | SQL,http://data.europa.eu/esco/skill/23ac233d-84ad-4517-b0f5-8ca19ba2614e | http://data.europa.eu/esco/skill/8f6ed69b-29d0-4c01-81ba-f05920a185f3 | http://data.europa.eu/esco/skill/4707da90-9cfc-46ca-8de0-38a0b7bfb137 | http://data.europa.eu/esco/skill/43ae58b9-5e56-4524-b45a-b422777a0576 | http://data.europa.eu/esco/skill/c3e36d05-8ae8-447f-bb2b-6f9409f85389 | http://data.europa.eu/esco/skill/a15dab55-f1da-4f85-ae3e-2b5c5b5333ca | http://data.europa.eu/esco/skill/ecc18804-a466-40d9-98b4-fba5cd67dd4b | http://data.europa.eu/esco/skill/9531fe02-1e1f-4a36-95f7-a76a77cd4b8d | http://data.europa.eu/esco/skill/ccd0a1d9-afda-43d9-b901-96344886e14d | http://data.europa.eu/esco/skill/694dc996-52f3-4afa-a802-672e19f061b7,monitor developments in field of expertise | digital curation | think analytically | database | deliver visual presentation of data | provide high quality customer service | accounting | consult with business clients | Python (computer programming) | crowdsourcing strategy,0.501087,developing
IT,38,stack-stackoverflow,914,"Malmö, Sweden",0.07441,2,http://data.europa.eu/esco/skill/f9738fc9-4d67-43e8-bfda-954123e34d42 | http://data.europa.eu/esco/skill/598de5b0-5b58-4ea7-8058-a4bc4d18c742,coordinate security | SQL,http://data.europa.eu/esco/skill/23ac233d-84ad-4517-b0f5-8ca19ba2614e | http://data.europa.eu/esco/skill/8f6ed69b-29d0-4c01-81ba-f05920a185f3 | http://data.europa.eu/esco/skill/4707da90-9cfc-46ca-8de0-38a0b7bfb137 | http://data.europa.eu/esco/skill/43ae58b9-5e56-4524-b45a-b422777a0576 | http://data.europa.eu/esco/skill/c3e36d05-8ae8-447f-bb2b-6f9409f85389 | http://data.europa.eu/esco/skill/a15dab55-f1da-4f85-ae3e-2b5c5b5333ca | http://data.europa.eu/esco/skill/ecc18804-a466-40d9-98b4-fba5cd67dd4b | http://data.europa.eu/esco/skill/9531fe02-1e1f-4a36-95f7-a76a77cd4b8d | http://data.europa.eu/esco/skill/ccd0a1d9-afda-43d9-b901-96344886e14d | http://data.europa.eu/esco/skill/694dc996-52f3-4afa-a802-672e19f061b7,monitor developments in field of expertise | digital curation | think analytically | database | deliver visual presentation of data | provide high quality customer service | accounting | consult with business clients | Python (computer programming) | crowdsourcing strategy,0.501087,developing
IT,226,stack-chemistry,160,Germany,0.04172,1,http://data.europa.eu/esco/skill/43ae58b9-5e56-4524-b45a-b422777a0576,database,http://data.europa.eu/esco/skill/23ac233d-84ad-4517-b0f5-8ca19ba2614e | http://data.europa.eu/esco/skill/8f6ed69b-29d0-4c01-81ba-f05920a185f3 | http://data.europa.eu/esco/skill/4707da90-9cfc-46ca-8de0-38a0b7bfb137 | http://data.europa.eu/esco/skill/c3e36d05-8ae8-447f-bb2b-6f9409f85389 | http://data.europa.eu/esco/skill/a15dab55-f1da-4f85-ae3e-2b5c5b5333ca | http://data.europa.eu/esco/skill/ecc18804-a466-40d9-98b4-fba5cd67dd4b | http://data.europa.eu/esco/skill/9531fe02-1e1f-4a36-95f7-a76a77cd4b8d | http://data.europa.eu/esco/skill/ccd0a1d9-afda-43d9-b901-96344886e14d | http://data.europa.eu/esco/skill/f9738fc9-4d67-43e8-bfda-954123e34d42 | http://data.europa.eu/esco/skill/598de5b0-5b58-4ea7-8058-a4bc4d18c742,monitor developments in field of expertise | digital curation | think analytically | deliver visual presentation of data | provide high quality customer service | accounting | consult with business clients | Python (computer programming) | coordinate security | SQL,0.273363,weak match
Tourism,1227,stack-law,4570,"Baden-Wüttemberg, Germany",0.060241,1,http://data.europa.eu/esco/skill/450de541-797a-4da0-9fe4-a81471c8047d,sales activities,http://data.europa.eu/esco/skill/4b406514-b3ed-4906-a347-7ebe6be52450 | http://data.europa.eu/esco/skill/bdcac0c8-b77a-4640-9eaf-c0cf3efd1e23 | http://data.europa.eu/esco/skill/b19e0820-a96f-4c0a-a724-3c056180c1b3 | http://data.europa.eu/esco/skill/a15dab55-f1da-4f85-ae3e-2b5c5b5333ca | http://data.europa.eu/esco/skill/cfccea88-0558-40d4-b896-56a1e7993e24 | http://data.europa.eu/esco/skill/18d39e12-b7f5-4426-8b84-afd3d43af20e | http://data.europa.eu/esco/skill/0fe57279-53a8-478f-bcf9-dfe8172f0fb6 | http://data.europa.eu/esco/skill/fdc21239-053c-4b52-9bef-2bc2771a4939 | http://data.europa.eu/esco/skill/345486f3-f265-4fc8-8ed0-5e96e768e333 | http://data.europa.eu/esco/skill/ecc18804-a466-40d9-98b4-fba5cd67dd4b,sell tourist packages | process payments | build team spirit | provide high quality customer service | climatology | arrange bookings | respond to inquiries in written form | make reservations | process booking | accounting,1.0,strong match
Tourism,315,stack-earthscience,87,"Berlin, Germany",0.047576,1,http://data.europa.eu/esco/skill/cfccea88-0558-40d4-b896-56a1e7993e24,climatology,http://data.europa.eu/esco/skill/450de541-797a-4da0-9fe4-a81471c8047d | http://data.europa.eu/esco/skill/4b406514-b3ed-4906-a347-7ebe6be52450 | http://data.europa.eu/esco/skill/bdcac0c8-b77a-4640-9eaf-c0cf3efd1e23 | http://data.europa.eu/esco/skill/b19e0820-a96f-4c0a-a724-3c056180c1b3 | http://data.europa.eu/esco/skill/a15dab55-f1da-4f85-ae3e-2b5c5b5333ca | http://data.europa.eu/esco/skill/18d39e12-b7f5-4426-8b84-afd3d43af20e | http://data.europa.eu/esco/skill/0fe57279-53a8-478f-bcf9-dfe8172f0fb6 | http://data.europa.eu/esco/skill/fdc21239-053c-4b52-9bef-2bc2771a4939 | http://data.europa.eu/esco/skill/345486f3-f265-4fc8-8ed0-5e96e768e333 | http://data.europa.eu/esco/skill/ecc18804-a466-40d9-98b4-fba5cd67dd4b,sales activities | sell tourist packages | process payments | build team spirit | provide high quality customer service | arrange bookings | respond to inquiries in written form | make reservations | process booking | accounting,0.842321,strong match
Tourism,317,stack-earthscience,94,Germany,0.047576,1,http://data.europa.eu/esco/skill/cfccea88-0558-40d4-b896-56a1e7993e24,climatology,http://data.europa.eu/esco/skill/450de541-797a-4da0-9fe4-a81471c8047d | http://data.europa.eu/esco/skill/4b406514-b3ed-4906-a347-7ebe6be52450 | http://data.europa.eu/esco/skill/bdcac0c8-b77a-4640-9eaf-c0cf3efd1e23 | http://data.europa.eu/esco/skill/b19e0820-a96f-4c0a-a724-3c056180c1b3 | http://data.europa.eu/esco/skill/a15dab55-f1da-4f85-ae3e-2b5c5b5333ca | http://data.europa.eu/esco/skill/18d39e12-b7f5-4426-8b84-afd3d43af20e | http://data.europa.eu/esco/skill/0fe57279-53a8-478f-bcf9-dfe8172f0fb6 | http://data.europa.eu/esco/skill/fdc21239-053c-4b52-9bef-2bc2771a4939 | http://data.europa.eu/esco/skill/345486f3-f265-4fc8-8ed0-5e96e768e333 | http://data.europa.eu/esco/skill/ecc18804-a466-40d9-98b4-fba5cd67dd4b,sales activities | sell tourist packages | process payments | build team spirit | provide high quality customer service | arrange bookings | respond to inquiries in written form | make reservations | process booking | accounting,0.842321,strong match
Tourism,638,stack-physics,1236,Czech Republic,0.047576,1,http://data.europa.eu/esco/skill/cfccea88-0558-40d4-b896-56a1e7993e24,climatology,http://data.europa.eu/esco/skill/450de541-797a-4da0-9fe4-a81471c8047d | http://data.europa.eu/esco/skill/4b406514-b3ed-4906-a347-7ebe6be52450 | http://data.europa.eu/esco/skill/bdcac0c8-b77a-4640-9eaf-c0cf3efd1e23 | http://data.europa.eu/esco/skill/b19e0820-a96f-4c0a-a724-3c056180c1b3 | http://data.europa.eu/esco/skill/a15dab55-f1da-4f85-ae3e-2b5c5b5333ca | http://data.europa.eu/esco/skill/18d39e12-b7f5-4426-8b84-afd3d43af20e | http://data.europa.eu/esco/skill/0fe57279-53a8-478f-bcf9-dfe8172f0fb6 | http://data.europa.eu/esco/skill/fdc21239-053c-4b52-9bef-2bc2771a4939 | http://data.europa.eu/esco/skill/345486f3-f265-4fc8-8ed0-5e96e768e333 | http://data.europa.eu/esco/skill/ecc18804-a466-40d9-98b4-fba5cd67dd4b,sales activities | sell tourist packages | process payments | build team spirit | provide high quality customer service | arrange bookings | respond to inquiries in written form | make reservations | process booking | accounting,0.842321,strong match
Tourism,646,stack-physics,1492,Greece,0.047576,1,http://data.europa.eu/esco/skill/cfccea88-0558-40d4-b896-56a1e7993e24,climatology,http://data.europa.eu/esco/skill/450de541-797a-4da0-9fe4-a81471c8047d | http://data.europa.eu/esco/skill/4b406514-b3ed-4906-a347-7ebe6be52450 | http://data.europa.eu/esco/skill/bdcac0c8-b77a-4640-9eaf-c0cf3efd1e23 | http://data.europa.eu/esco/skill/b19e0820-a96f-4c0a-a724-3c056180c1b3 | http://data.europa.eu/esco/skill/a15dab55-f1da-4f85-ae3e-2b5c5b5333ca | http://data.europa.eu/esco/skill/18d39e12-b7f5-4426-8b84-afd3d43af20e | http://data.europa.eu/esco/skill/0fe57279-53a8-478f-bcf9-dfe8172f0fb6 | http://data.europa.eu/esco/skill/fdc21239-053c-4b52-9bef-2bc2771a4939 | http://data.europa.eu/esco/skill/345486f3-f265-4fc8-8ed0-5e96e768e333 | http://data.europa.eu/esco/skill/ecc18804-a466-40d9-98b4-fba5cd67dd4b,sales activities | sell tourist packages | process payments | build team spirit | provide high quality customer service | arrange bookings | respond to inquiries in written form | make reservations | process booking | accounting,0.842321,strong match
Tourism,783,stack-earthscience,2613,"Lisbon, Portugal",0.047576,1,http://data.europa.eu/esco/skill/cfccea88-0558-40d4-b896-56a1e7993e24,climatology,http://data.europa.eu/esco/skill/450de541-797a-4da0-9fe4-a81471c8047d | http://data.europa.eu/esco/skill/4b406514-b3ed-4906-a347-7ebe6be52450 | http://data.europa.eu/esco/skill/b19e0820-a96f-4c0a-a724-3c056180c1b3 | http://data.europa.eu/esco/skill/a15dab55-f1da-4f85-ae3e-2b5c5b5333ca | http://data.europa.eu/esco/skill/bdcac0c8-b77a-4640-9eaf-c0cf3efd1e23 | http://data.europa.eu/esco/skill/18d39e12-b7f5-4426-8b84-afd3d43af20e | http://data.europa.eu/esco/skill/0fe57279-53a8-478f-bcf9-dfe8172f0fb6 | http://data.europa.eu/esco/skill/345486f3-f265-4fc8-8ed0-5e96e768e333 | http://data.europa.eu/esco/skill/fdc21239-053c-4b52-9bef-2bc2771a4939 | http://data.europa.eu/esco/skill/ecc18804-a466-40d9-98b4-fba5cd67dd4b,sales activities | sell tourist packages | build team spirit | provide high quality customer service | process payments | arrange bookings | respond to inquiries in written form | process booking | make reservations | accounting,0.842321,strong match
Tourism,1842,stack-physics,4962,Denmark,0.047576,1,http://data.europa.eu/esco/skill/cfccea88-0558-40d4-b896-56a1e7993e24,climatology,http://data.europa.eu/esco/skill/450de541-797a-4da0-9fe4-a81471c8047d | http://data.europa.eu/esco/skill/4b406514-b3ed-4906-a347-7ebe6be52450 | http://data.europa.eu/esco/skill/bdcac0c8-b77a-4640-9eaf-c0cf3efd1e23 | http://data.europa.eu/esco/skill/b19e0820-a96f-4c0a-a724-3c056180c1b3 | http://data.europa.eu/esco/skill/a15dab55-f1da-4f85-ae3e-2b5c5b5333ca | http://data.europa.eu/esco/skill/18d39e12-b7f5-4426-8b84-afd3d43af20e | http://data.europa.eu/esco/skill/0fe57279-53a8-478f-bcf9-dfe8172f0fb6 | http://data.europa.eu/esco/skill/fdc21239-053c-4b52-9bef-2bc2771a4939 | http://data.europa.eu/esco/skill/345486f3-f265-4fc8-8ed0-5e96e768e333 | http://data.europa.eu/esco/skill/ecc18804-a466-40d9-98b4-fba5cd67dd4b,sales activities | sell tourist packages | process payments | build team spirit | provide high quality customer service | arrange bookings | respond to inquiries in written form | make reservations | process booking | accounting,0.842321,strong match
Tourism,378,stack-law,1185,"Düsseldorf, Germany",0.038847,1,http://data.europa.eu/esco/skill/ecc18804-a466-40d9-98b4-fba5cd67dd4b,accounting,http://data.europa.eu/esco/skill/450de541-797a-4da0-9fe4-a81471c8047d | http://data.europa.eu/esco/skill/4b406514-b3ed-4906-a347-7ebe6be52450 | http://data.europa.eu/esco/skill/bdcac0c8-b77a-4640-9eaf-c0cf3efd1e23 | http://data.europa.eu/esco/skill/b19e0820-a96f-4c0a-a724-3c056180c1b3 | http://data.europa.eu/esco/skill/a15dab55-f1da-4f85-ae3e-2b5c5b5333ca | http://data.europa.eu/esco/skill/cfccea88-0558-40d4-b896-56a1e7993e24 | http://data.europa.eu/esco/skill/18d39e12-b7f5-4426-8b84-afd3d43af20e | http://data.europa.eu/esco/skill/0fe57279-53a8-478f-bcf9-dfe8172f0fb6 | http://data.europa.eu/esco/skill/fdc21239-053c-4b52-9bef-2bc2771a4939 | http://data.europa.eu/esco/skill/345486f3-f265-4fc8-8ed0-5e96e768e333,sales activities | sell tourist packages | process payments | build team spirit | provide high quality customer service | climatology | arrange bookings | respond to inquiries in written form | make reservations | process booking,0.733645,developing
Tourism,1290,stack-sports,4870,"Karlsruhe, Germany",0.031563,1,http://data.europa.eu/esco/skill/c6c1af60-9594-460c-a328-00f9ad292be0,coaching techniques,http://data.europa.eu/esco/skill/450de541-797a-4da0-9fe4-a81471c8047d | http://data.europa.eu/esco/skill/4b406514-b3ed-4906-a347-7ebe6be52450 | http://data.europa.eu/esco/skill/bdcac0c8-b77a-4640-9eaf-c0cf3efd1e23 | http://data.europa.eu/esco/skill/b19e0820-a96f-4c0a-a724-3c056180c1b3 | http://data.europa.eu/esco/skill/a15dab55-f1da-4f85-ae3e-2b5c5b5333ca | http://data.europa.eu/esco/skill/cfccea88-0558-40d4-b896-56a1e7993e24 | http://data.europa.eu/esco/skill/18d39e12-b7f5-4426-8b84-afd3d43af20e | http://data.europa.eu/esco/skill/0fe57279-53a8-478f-bcf9-dfe8172f0fb6 | http://data.europa.eu/esco/skill/fdc21239-053c-4b52-9bef-2bc2771a4939 | http://data.europa.eu/esco/skill/345486f3-f265-4fc8-8ed0-5e96e768e333,sales activities | sell tourist packages | process payments | build team spirit | provide high quality customer service | climatology | arrange bookings | respond to inquiries in written form | make reservations | process booking,0.642959,developing
Tourism,1689,stack-sports,9337,"Arras, France",0.031563,1,http://data.europa.eu/esco/skill/c6c1af60-9594-460c-a328-00f9ad292be0,coaching techniques,http://data.europa.eu/esco/skill/450de541-797a-4da0-9fe4-a81471c8047d | http://data.europa.eu/esco/skill/4b406514-b3ed-4906-a347-7ebe6be52450 | http://data.europa.eu/esco/skill/b19e0820-a96f-4c0a-a724-3c056180c1b3 | http://data.europa.eu/esco/skill/a15dab55-f1da-4f85-ae3e-2b5c5b5333ca | http://data.europa.eu/esco/skill/bdcac0c8-b77a-4640-9eaf-c0cf3efd1e23 | http://data.europa.eu/esco/skill/cfccea88-0558-40d4-b896-56a1e7993e24 | http://data.europa.eu/esco/skill/18d39e12-b7f5-4426-8b84-afd3d43af20e | http://data.europa.eu/esco/skill/0fe57279-53a8-478f-bcf9-dfe8172f0fb6 | http://data.europa.eu/esco/skill/345486f3-f265-4fc8-8ed0-5e96e768e333 | http://data.europa.eu/esco/skill/fdc21239-053c-4b52-9bef-2bc2771a4939,sales activities | sell tourist packages | build team spirit | provide high quality customer service | process payments | climatology | arrange bookings | respond to inquiries in written form | process booking | make reservations,0.642959,developing
Tourism,1293,stack-sports,6039,"Dublin, Ireland",0.030448,1,http://data.europa.eu/esco/skill/35f1dcdc-577f-46c6-96d9-6c7a64501de9,laboratory equipment,http://data.europa.eu/esco/skill/450de541-797a-4da0-9fe4-a81471c8047d | http://data.europa.eu/esco/skill/4b406514-b3ed-4906-a347-7ebe6be52450 | http://data.europa.eu/esco/skill/b19e0820-a96f-4c0a-a724-3c056180c1b3 | http://data.europa.eu/esco/skill/a15dab55-f1da-4f85-ae3e-2b5c5b5333ca | http://data.europa.eu/esco/skill/bdcac0c8-b77a-4640-9eaf-c0cf3efd1e23 | http://data.europa.eu/esco/skill/cfccea88-0558-40d4-b896-56a1e7993e24 | http://data.europa.eu/esco/skill/18d39e12-b7f5-4426-8b84-afd3d43af20e | http://data.europa.eu/esco/skill/0fe57279-53a8-478f-bcf9-dfe8172f0fb6 | http://data.europa.eu/esco/skill/345486f3-f265-4fc8-8ed0-5e96e768e333 | http://data.europa.eu/esco/skill/fdc21239-053c-4b52-9bef-2bc2771a4939,sales activities | sell tourist packages | build team spirit | provide high quality customer service | process payments | climatology | arrange bookings | respond to inquiries in written form | process booking | make reservations,0.629077,developing
Tourism,1440,stack-electronics,4831,"Amersfoort, Netherlands",0.030448,1,http://data.europa.eu/esco/skill/35f1dcdc-577f-46c6-96d9-6c7a64501de9,laboratory equipment,http://data.europa.eu/esco/skill/450de541-797a-4da0-9fe4-a81471c8047d | http://data.europa.eu/esco/skill/4b406514-b3ed-4906-a347-7ebe6be52450 | http://data.europa.eu/esco/skill/bdcac0c8-b77a-4640-9eaf-c0cf3efd1e23 | http://data.europa.eu/esco/skill/b19e0820-a96f-4c0a-a724-3c056180c1b3 | http://data.europa.eu/esco/skill/a15dab55-f1da-4f85-ae3e-2b5c5b5333ca | http://data.europa.eu/esco/skill/cfccea88-0558-40d4-b896-56a1e7993e24 | http://data.europa.eu/esco/skill/18d39e12-b7f5-4426-8b84-afd3d43af20e | http://data.europa.eu/esco/skill/0fe57279-53a8-478f-bcf9-dfe8172f0fb6 | http://data.europa.eu/esco/skill/fdc21239-053c-4b52-9bef-2bc2771a4939 | http://data.europa.eu/esco/skill/345486f3-f265-4fc8-8ed0-5e96e768e333,sales activities | sell tourist packages | process payments | build team spirit | provide high quality customer service | climatology | arrange bookings | respond to inquiries in written form | make reservations | process booking,0.629077,developing
Healthcare,646,stack-physics,1492,Greece,0.041189,1,http://data.europa.eu/esco/skill/cfccea88-0558-40d4-b896-56a1e7993e24,climatology,http://data.europa.eu/esco/skill/23ac233d-84ad-4517-b0f5-8ca19ba2614e | http://data.europa.eu/esco/skill/8f6ed69b-29d0-4c01-81ba-f05920a185f3 | http://data.europa.eu/esco/skill/4707da90-9cfc-46ca-8de0-38a0b7bfb137 | http://data.europa.eu/esco/skill/9531fe02-1e1f-4a36-95f7-a76a77cd4b8d | http://data.europa.eu/esco/skill/bdcac0c8-b77a-4640-9eaf-c0cf3efd1e23 | http://data.europa.eu/esco/skill/b19e0820-a96f-4c0a-a724-3c056180c1b3 | http://data.europa.eu/esco/skill/4b406514-b3ed-4906-a347-7ebe6be52450 | http://data.europa.eu/esco/skill/18d39e12-b7f5-4426-8b84-afd3d43af20e | http://data.europa.eu/esco/skill/0fe57279-53a8-478f-bcf9-dfe8172f0fb6 | http://data.europa.eu/esco/skill/fdc21239-053c-4b52-9bef-2bc2771a4939,monitor developments in field of expertise | digital curation | think analytically | consult with business clients | process payments | build team spirit | sell tourist packages | arrange bookings | respond to inquiries in written form | make reservations,1.0,strong match
Healthcare,122,stack-electronics,804,"Århus, Denmark",0.033941,1,http://data.europa.eu/esco/skill/08e2ff26-88ff-47b5-9d37-d19ace01b075,manage feedback,http://data.europa.eu/esco/skill/23ac233d-84ad-4517-b0f5-8ca19ba2614e | http://data.europa.eu/esco/skill/8f6ed69b-29d0-4c01-81ba-f05920a185f3 | http://data.europa.eu/esco/skill/4707da90-9cfc-46ca-8de0-38a0b7bfb137 | http://data.europa.eu/esco/skill/9531fe02-1e1f-4a36-95f7-a76a77cd4b8d | http://data.europa.eu/esco/skill/bdcac0c8-b77a-4640-9eaf-c0cf3efd1e23 | http://data.europa.eu/esco/skill/b19e0820-a96f-4c0a-a724-3c056180c1b3 | http://data.europa.eu/esco/skill/4b406514-b3ed-4906-a347-7ebe6be52450 | http://data.europa.eu/esco/skill/cfccea88-0558-40d4-b896-56a1e7993e24 | http://data.europa.eu/esco/skill/18d39e12-b7f5-4426-8b84-afd3d43af20e | http://data.europa.eu/esco/skill/0fe57279-53a8-478f-bcf9-dfe8172f0fb6,monitor developments in field of expertise | digital curation | think analytically | consult with business clients | process payments | build team spirit | sell tourist packages | climatology | arrange bookings | respond to inquiries in written form,0.868023,strong match
Healthcare,596,stack-electronics,2064,"Flanders, Belgium",0.033941,1,http://data.europa.eu/esco/skill/08e2ff26-88ff-47b5-9d37-d19ace01b075,manage feedback,http://data.europa.eu/esco/skill/23ac233d-84ad-4517-b0f5-8ca19ba2614e | http://data.europa.eu/esco/skill/8f6ed69b-29d0-4c01-81ba-f05920a185f3 | http://data.europa.eu/esco/skill/4707da90-9cfc-46ca-8de0-38a0b7bfb137 | http://data.europa.eu/esco/skill/9531fe02-1e1f-4a36-95f7-a76a77cd4b8d | http://data.europa.eu/esco/skill/bdcac0c8-b77a-4640-9eaf-c0cf3efd1e23 | http://data.europa.eu/esco/skill/b19e0820-a96f-4c0a-a724-3c056180c1b3 | http://data.europa.eu/esco/skill/4b406514-b3ed-4906-a347-7ebe6be52450 | http://data.europa.eu/esco/skill/cfccea88-0558-40d4-b896-56a1e7993e24 | http://data.europa.eu/esco/skill/18d39e12-b7f5-4426-8b84-afd3d43af20e | http://data.europa.eu/esco/skill/0fe57279-53a8-478f-bcf9-dfe8172f0fb6,monitor developments in field of expertise | digital curation | think analytically | consult with business clients | process payments | build team spirit | sell tourist packages | climatology | arrange bookings | respond to inquiries in written form,0.868023,strong match
Green Energy,596,stack-electronics,2064,"Flanders, Belgium",0.153553,4,http://data.europa.eu/esco/skill/35f1dcdc-577f-46c6-96d9-6c7a64501de9 | http://data.europa.eu/esco/skill/93a68dcb-3dc6-4dbe-b196-f6d212228a50 | http://data.europa.eu/esco/skill/385479b7-5da5-4367-9763-0d15b41bb65b | http://data.europa.eu/esco/skill/fc4fcb4b-993f-4f2c-b158-c2171ec18ed8,laboratory equipment | promote health and safety | provide user documentation | draw design sketches,http://data.europa.eu/esco/skill/23ac233d-84ad-4517-b0f5-8ca19ba2614e | http://data.europa.eu/esco/skill/694dc996-52f3-4afa-a802-672e19f061b7 | http://data.europa.eu/esco/skill/8f6ed69b-29d0-4c01-81ba-f05920a185f3 | http://data.europa.eu/esco/skill/b19e0820-a96f-4c0a-a724-3c056180c1b3 | http://data.europa.eu/esco/skill/450de541-797a-4da0-9fe4-a81471c8047d | http://data.europa.eu/esco/skill/c5bc42be-4970-4dce-80e2-af78bae42e84 | http://data.europa.eu/esco/skill/4cde32b5-fc2f-4257-a8b9-5b15a67ee3e5 | http://data.europa.eu/esco/skill/a15dab55-f1da-4f85-ae3e-2b5c5b5333ca | http://data.europa.eu/esco/skill/ecc18804-a466-40d9-98b4-fba5cd67dd4b | http://data.europa.eu/esco/skill/9531fe02-1e1f-4a36-95f7-a76a77cd4b8d,monitor developments in field of expertise | crowdsourcing strategy | digital curation | build team spirit | sales activities | manage maintenance operations | protect the health of others | provide high quality customer service | accounting | consult with business clients,1.0,strong match
Green Energy,23,stack-stackoverflow,476,Germany,0.101637,3,http://data.europa.eu/esco/skill/385479b7-5da5-4367-9763-0d15b41bb65b | http://data.europa.eu/esco/skill/fc4fcb4b-993f-4f2c-b158-c2171ec18ed8 | http://data.europa.eu/esco/skill/ccd0a1d9-afda-43d9-b901-96344886e14d,provide user documentation | draw design sketches | Python (computer programming),http://data.europa.eu/esco/skill/23ac233d-84ad-4517-b0f5-8ca19ba2614e | http://data.europa.eu/esco/skill/694dc996-52f3-4afa-a802-672e19f061b7 | http://data.europa.eu/esco/skill/8f6ed69b-29d0-4c01-81ba-f05920a185f3 | http://data.europa.eu/esco/skill/b19e0820-a96f-4c0a-a724-3c056180c1b3 | http://data.europa.eu/esco/skill/450de541-797a-4da0-9fe4-a81471c8047d | http://data.europa.eu/esco/skill/c5bc42be-4970-4dce-80e2-af78bae42e84 | http://data.europa.eu/esco/skill/35f1dcdc-577f-46c6-96d9-6c7a64501de9 | http://data.europa.eu/esco/skill/93a68dcb-3dc6-4dbe-b196-f6d212228a50 | http://data.europa.eu/esco/skill/4cde32b5-fc2f-4257-a8b9-5b15a67ee3e5 | http://data.europa.eu/esco/skill/a15dab55-f1da-4f85-ae3e-2b5c5b5333ca,monitor developments in field of expertise | crowdsourcing strategy | digital curation | build team spirit | sales activities | manage maintenance operations | laboratory equipment | promote health and safety | protect the health of others | provide high quality customer service,0.683926,developing
